,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Graphic Processor,Number of Cores,Storage Type,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Cell,Clock Speed,HDMI Port,Processor Generation,Expandable Memory,RAM Frequency,Cache,OS Architecture,Supported Operating System,System Architecture,RJ45,Multi Card Slot,Refresh Rate,Ethernet,Wireless WAN,Finger Print Sensor,Laptop Bag,Inbuilt 4G LTE,Memory Slots,Expandable SSD Capacity,NFC Support,Face Recognition,Lock Port,TGP,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Hardware Interface,Security Chip,Chipset,Antivirus,RPM,Sound Chip,Brightness,EMMC Storage Capacity,International Warranty,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Other Accessories,Color Gamut,Recovery Options,Certification,HDD Capacity,Optane Memory,Cloud Storage,UFS Storage Capacity,id,rating,price
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0156AU,9D3N4PA#ACJ,15-fc0156AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,No,AMD,Ryzen 5 Quad Core,Yes,512 GB,16 GB,LPDDR5,7520U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, backlit, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Up to 5.2GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,NaN,"₹45,990"
0,"Laptop, User manual, Adapter",THINKBOOK 16 G6 IRL 5,21KHA0J6IN,ThinkBook 16 G6,,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Upto 9.15 Hours,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR5,1355U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",No,40.64 cm (16 Inch),1920 x 1200 Pixel,WUXGA IPS Anti-glare Display,Built-in Speakers,Dual array microphone,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.2,356 x 253.5 x 17.5 mm,1.7 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",,,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,1.3 GHz with Turbo Boost Upto 4.6 GHz,1 x HDMI 2.1,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,4.2,"₹59,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1504ZA-NJ540WS|X1504ZA-NJ542WS,90NB14H2-M00010|90NB1022-M00H20,X1504ZA-NJ540WS|X1504ZA-NJ542WS,"Vivobook 15, with Backlit Keyboard,",Cool Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1235U,Intel Integrated Integrated,10,SSD,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A, 1 x DC-in",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD 16:9 aspect ratio, LED Backlit, Refresh rate: 60Hz, Brightness: 250nits, Color gamut: 45% NTSC color gamut, Glare: Anti-glare display, TÜV Rheinland-certified: Screen-to-body ratio: 84%",Built-in speaker,Built-in array microphone,,Wi-Fi 6E(802.11ax) (Dual band) 1 x 1,v5.3,359.7 x 232.5 x 17.9mm,1.70 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard,Yes,,,42 WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 Cell,Upto 4.4 GHz,1 x HDMI 1.4,12th Gen,,,12 MB,,Windows 11 Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.2,"₹46,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-53,UN.34RSI.002,A324-53,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,,,No,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1305U,Intel Integrated UHD,,SSD,Windows 11 Home,,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,Video conferencing: 2M With Privacy Camera Shutter,84-key Acer keyboard layout with US language: Additional feature.,,,,,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,Max Frequency up to 4.50 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.2,"₹29,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0154AU,9D3M8PA,15-fc0154AU,15 (2024),Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,DDR4,7320U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Turbo Frequency 4.1 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,4.2,"₹33,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2144au,50M63PA#ACJ,15s- eq2144au,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,AMD Radeon AMD,6,SSD,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD camera,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,No,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart","41 Wh Li-ion Battery, Support battery fast charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 cell,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,1x HDMI 1.4b,,,,8,64 bit,Windows 11 Home,,,1 x card reader,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,4.2,"₹37,999"
0,"???Laptop, Battery, AC Adapter, User Guide, Manuals",Vostro 3520,VN3520HPCNX001ORB1,Vostro 3520,Vostro,Black,Thin and Light Laptop,Everyday Use,,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,Intel Integrated Intel,6,SSD,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A port, 1 x USB 3.2 Gen, 1 x USB 2.0 Port",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, WVA AG, Refresh Rate: 120Hz, Brightness: 250 nits, Narrow Border",Yes,Yes,Waves Maxx Audio,"Realtek Wi-Fi 6 RTL8852BE, 2x2, 802.11ax, MU-MIMO",Yes,358 x 235 x 18.9 mm,1.62 kg,Not Available,HD,Standard Keyboard,,,Office Home & Student 2021,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"3 Cell, 41 Wh, Integrated",Upto 4.4 GHz,1 x HDMI 1.4 Port,12th Gen,16 GB,2666 MHz,10 MB,64 bit,Windows 11,64 bit,Yes,1 x SD 3.0 Card Slot,4.4 Hz,Available,YES,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,4.2,"₹32,990"
0,"MacBook Air, 35W Dual USB-C Port Power Adapter, USB-C to MagSafe 3 Cable",MLXX3HN/A,MLXX3HN/A,MacBook Air,MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,Up to 18 hours,35 W Dual USB-C Port Power Adapter,No,Apple,M2,Yes,512 GB,8 GB,Unified Memory,Apple M2 Chip,NA,8,SSD,Mac OS Monterey,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,4.7,"₹85,990"
0,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC7U4HN/A,MC7U4HN/A,MacBook Air,MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,,No,Apple,M2,Yes,256 GB,16 GB,Unified Memory,,NA,,SSD,macOS Sequoia,Yes,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,,Four-speaker sound system,Wi-Fi 6 (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,4.7,"₹81,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq2305AU,9D3N8PA,15s-eq2305AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Up to 9 hours and 30 minutes,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with integrated dual array digital microphones,"Full-size, backlit, natural silver keyboard with numeric keypad",,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Upt o 4.00 GHz,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,4.3,"₹40,599"
0,"Laptop, Power Adapter, User Guide, Warranty Documents",14-dv2014TU,6K9C3PA#ACJ,14-dv2014TU,Pavilion,Natural Silver,Thin and Light Laptop,"Entertainment, Performance",,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1235U,Intel Integrated UHD Graphics,10,SSD,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate",No,35.56 cm (14 inch),1920 x 1080 Pixels,"FHD, IPS, micro-edge, BrightView (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)",Dual speakers,Integrated dual array digital Microphone,Audio by B&O,MediaTek Wi-Fi 6 MT7921 (2x2),v5.2,325 x 216 x 17.0 mm,1.41 Kg,Not Available,HP Wide Vision 720p HD camera with temporal noise reduction,"Full-size, backlit, Natural Silver keyboard",Yes,HP Imagepad with multi-touch gesture support,"Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart","43 Wh Li-ion, Support battery fast charge",1 Year Onsite Warranty,"Contact : Ph : 18002587170, 18602583079, WhatsApp Helpline - +17864826615 / Mail : Self Service warranty lookup - support.hp.com/us-en/checkwarranty",Manufacturing Defects,Physical Damage,1 Year,3,Upto 4.4 GHz,1x HDMI 2.1,12th Gen,,3200 MHz,12,64 bit,Windows 11 Home,64,,,,,,Yes,,,,,,,,,,,PCIe NVMe,,,,,,,,,,,,,,,,,,,,,,,,30.0,4.3,"₹56,990"
0,"Laptop, battery, power adapter, user guide",E1504FA-NJ521WS,90NB0ZR1-M00AH0,E1504FA-NJ521WS,Vivobook Go 15,Cool Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 5 Quad Core,Yes,512 GB,8 GB,LPDDR5,7520U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 250nits Brightness, TUV Rheinland-certified, 84 % Screen-to-body ratio",Built-in Speakers,Yes,,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,,1.63 Kg,Not Available,720p HD camera With privacy shutter,Chiclet Keyboard,No,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 cell,2.8 GHz upto max turbo frequency at 4.3 Ghz,1 x HDMI 1.4,,NA,,,,,,,,,,,,,,,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,4.2,"₹34,790"
0,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXW3HN/A,MLXW3HN/A,MacBook Air,MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,30 W USB-C Power Adapter,No,Apple,M2,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,NA,8,SSD,Mac OS Monterey,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,4.7,"₹74,990"
0,"Laptop, battery, power adapter, user guide",E1504FA-NJ321WS,90NB0ZR1-M00AE0,E1504FA-NJ321WS,Vivobook Go 15,Cool Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,LPDDR5,7320U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 250nits Brightness, TUV Rheinland-certified, 84 % Screen-to-body ratio",Built-in Speakers,Yes,,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,,1.63 Kg,Not Available,720p HD camera With privacy shutter,Chiclet Keyboard,No,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 cell,2.4 GHz upto max turbo frequency at 4.1 Ghz,1 x HDMI 1.4,,NA,,,,,,,,,,,,,,,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,4.2,"₹29,895"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,13420H,NVIDIA GeForce RTX 2050,,SSD,Windows 11 Home,,"1 x USB 3.2 Type-A port, 2 x USB 3.2 Type-C ports, 1 x USB 2.0 Type-A port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,,Intel Wireless Wi-Fi 6 AX101,v5.2,359.5 x 238 x 22.7 mm,1.99 Kg,Not Available,1.0 M HD Video camera,Multi languages Multi-Color illuminated full size keyboard with numeric pad,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,1.5 GHz upto Max Turbo Frequency 4.6 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,34.0,4.3,"₹53,990"
0,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",15ALC7,82R400ERIN/82KU0238IN,Ideapad Slim 1,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Upto 9.0 Hour,"65W Round Tip (2 Pin, Wall Mount)",Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,AMD Radeon AMD,6,SSD,Windows 11 Home,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, IPS, Brightness: 300 nits, Anti-glare",Built-in 1.5W Dual Stereo Speakers,Built-in Dual Array Microphone,Dolby Audio,802.11ac 2 x 2,v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,HD 720p with Privacy Shutter,"Non Backlit, English",No,,Microsoft Office Home & Student 2021,"Integrated 45Wh, Surface Treatment: IMR (In-Mold Decoration by Roller)",2 Yr Warranty,Carry-In,Manufacturing Defects,Physical Damage,1 Year,,"Base Frequency 2.1 GHz, Max Turbo Boost at 4.0 GHz",1 x HDMI 1.4b,,NA,3200 MHz,3 MB,,Windows 11 Home,,,1 x Card Reader (4-in-1 Card Reader),,No Onboard Ethernet,,No,,,,NA,,,,,,,M.2 2280 PCIe 3.0 x 4 NVMe,Firmware TPM 2.0,AMD SoC Platform,,3200,"High Definition (HD) Audio, Realtek ALC3287 Codec",,,,,,,,,,,,,,,,,,,35.0,4.2,"₹37,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fy5004TU,8K8J2PA#ACJ,15s-fy5004TU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,Yes,512 GB,16 GB,DDR4,1215U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, natural silver keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,3 Cell,0.9 GHz upto max turbo frequency at 4.4 Ghz,,12th Gen,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,4.2,"₹38,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5327TU,9D3N6PA#ACJ,15s-fq5327TU,(15s-fq5007TU),Natural Silver,Thin and Light Laptop,Everyday Use,,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,Intel Integrated UHD,6,SSD,Windows 11 Home,Yes,"1 x USB Type-C 5 Gbps Signaling Rate, 2 x USB Type-A 5 Gbps Signaling Rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, Micro Edge, Anti-glare, SVA, Brightness: 250 Nits, 141 PPI, Color Gamut: 45% NTSC",Dual Speakers,Integrated Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD Camera with Temporal Noise Reduction,"Full Size, Natural Silver Keyboard with Numeric Keypad",,HP Imagepad with Multi Touch Gesture Support,Microsoft Office Home & Student 2021,"Support Battery Fast Charge, MU-MIMO Supported",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"3 Cell, 41 Wh Li-ion",Upto 4.4 GHz,1 x HDMI 1.4b,12th Gen,16 GB,3200 MHz,10 MB,64 bit,Windows 11,64 Bit,,1 x Multi Format SD Media Card Reader,,,,,,,2,,,,,,,,PCIe NVMe,"Energy Star Certified, EPEAT Silver Registered",,,,,,,,,,,,,,,,,,,,,,,37.0,4.2,"₹36,000"
0,"Laptop, battery, power adapter, user guide",15s-fy5003TU,7Q700PA#ACJ,15s-fy5003TU,15s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, natural silver keyboard with numeric keypad",No,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,3 Cell,0.9 GHz upto max turbo frequency at 4.4 Ghz,,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,4.2,"₹37,990"
0,Laptop 1 ; Adapter 1 ; Power Cable 1,V 14,82TSA0CWIH,V14,V14,Iron Grey,Thin and Light Laptop,"Entertainment, Everyday Use, Learning, Processing & Multitasking, Travel & Business",upto 6 hours,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1235U,Intel Integrated Intel,10,SSD,Windows 11 Home,Yes,,No,35.81 cm (14.1 inch),1920 x 1080 pixel,FHD,,,,Yes,Yes,,,Not Available,Yes,English Keyboard,No,,Windows 11,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,12 Months,3 Cell,Up to 4.4 GHz,,12th Gen,,,12MB L3,64 bit,Windows 11,,,,,,YES,No,No,No,2,NA,No,No,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,4.2,"₹37,400"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0156AU,9D3N4PA#ACJ,15-fc0156AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,No,AMD,Ryzen 5 Quad Core,Yes,512 GB,16 GB,LPDDR5,7520U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, backlit, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Up to 5.2GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,NaN,"₹45,990"
0,"Laptop, User manual, Adapter",THINKBOOK 16 G6 IRL 5,21KHA0J6IN,ThinkBook 16 G6,,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Upto 9.15 Hours,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR5,1355U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",No,40.64 cm (16 Inch),1920 x 1200 Pixel,WUXGA IPS Anti-glare Display,Built-in Speakers,Dual array microphone,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.2,356 x 253.5 x 17.5 mm,1.7 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",,,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,1.3 GHz with Turbo Boost Upto 4.6 GHz,1 x HDMI 2.1,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,4.2,"₹59,990"
